XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551)
413,396,537,423,154,295,256,304,454,134,125,283,179,277,429,202,305,378,129,458
506,510,37,549,490,43,507,499,492,547,535,7,547,55,314,501,549,546,323,546
512,502,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
413,396,522,423,154,295,255,306,454,135,124,282,177,278,430,214,305,396,129,458
510,501,1,536,502,39,513,493,494,540,529,11,539,46,312,513,539,547,331,538
522,495,47,510,484,18,533,521,543,529,498,56,510,13,283,447,518,486,315,519
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
375,372,467,411,130,501,301,356,88,165,165,239,149,296,543,264,58,77,159,217
512,500,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
508,508,35,547,495,36,504,492,499,536,537,9,545,44,311,502,544,539,329,542
506,510,37,549,490,43,507,500,492,547,535,7,547,55,314,501,549,546,323,546
522,495,47,511,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
516,511,38,548,491,46,508,498,490,541,536,2,550,52,317,500,550,543,324,545
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
511,504,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
414,397,537,423,154,294,251,308,455,129,128,280,181,280,428,211,308,378,130,461
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
505,509,33,544,493,47,501,487,487,548,533,8,548,54,315,504,547,541,326,550
514,507,32,545,492,45,502,488,488,543,534,1,549,53,316,505,548,542,325,548
521,497,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
322,314,432,149,103,380,435,481,515,1,21,33,86,30,253,491,265,470,101,348
397,423,525,424,93,273,248,285,469,144,149,45,188,266,408,483,300,388,118,477
291,520,55,441,1,302,286,279,442,103,130,266,125,104,217,534,160,522,168,498
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
518,493,41,514,482,16,534,519,547,526,520,54,522,5,289,441,514,505,309,515
418,283,536,418,160,290,266,366,450,90,13,90,13,162,439,249,267,367,141,414
518,493,41,514,482,16,534,519,547,526,520,54,522,5,289,441,514,505,309,518
518,493,41,514,482,19,534,519,547,526,518,54,522,5,289,441,514,505,309,515
371,375,464,404,126,503,291,361,112,164,162,234,156,289,539,479,61,71,162,213
400,405,528,428,144,283,245,290,474,142,136,41,194,267,406,219,296,400,136,473
416,285,534,420,158,292,263,370,452,88,8,94,9,164,435,248,233,379,139,417
518,493,41,514,482,19,534,519,547,526,518,54,522,5,289,441,514,505,309,515
522,495,47,510,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
374,371,466,409,127,500,302,357,89,166,167,236,150,294,541,263,59,74,157,214
249,46,10,461,513,27,143,513,535,190,504,27,437,42,327,463,83,498,293,193
373,374,463,407,123,505,290,358,114,162,164,235,155,291,538,477,60,70,161,210
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,507,541,544,322,544
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
399,404,527,431,147,284,246,292,471,143,137,44,193,268,405,221,295,399,116,471
246,46,13,459,514,411,145,512,536,188,506,26,440,40,329,466,88,499,294,195
512,502,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
203,49,16,457,516,511,140,523,525,195,501,23,432,39,331,469,80,502,541,190
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
506,510,37,549,490,43,507,500,492,547,535,7,547,55,314,501,549,546,323,546
510,501,1,536,502,39,513,493,494,540,529,11,539,46,312,513,539,547,331,538
397,423,525,424,93,273,248,285,469,144,149,45,188,266,408,483,300,388,118,477
374,371,466,409,127,500,302,357,89,166,167,236,150,294,541,263,59,74,157,214
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
511,503,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
246,46,13,459,514,411,145,512,536,188,506,26,440,40,329,466,88,499,294,195
247,46,11,460,512,26,146,511,534,189,505,28,438,41,326,465,82,497,292,194
518,493,41,514,482,16,534,519,547,526,520,54,522,5,289,441,514,505,309,515
387,394,517,416,151,298,243,300,462,147,151,274,196,261,421,199,293,365,147,454
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,518
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
265,281,363,27,162,348,261,372,446,87,6,88,15,166,374,242,269,376,30,420
406,477,417,151,100,386,438,484,511,11,24,29,98,27,262,171,260,471,82,354
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
518,493,41,514,482,19,534,519,547,526,520,54,522,5,289,441,514,505,309,518
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
247,46,11,460,512,26,146,511,534,189,505,28,438,41,326,465,82,497,292,194
321,313,433,152,99,387,437,485,512,10,20,34,99,29,261,169,259,469,81,347
291,520,55,441,1,302,286,279,442,103,130,266,125,104,217,534,160,522,168,498
523,474,28,470,509,33,541,502,532,192,510,20,514,20,323,455,78,489,549,537
313,478,418,153,98,388,425,486,513,9,25,30,95,28,263,170,258,472,84,355
267,281,365,27,24,348,258,372,446,87,11,88,11,169,437,240,244,374,137,420
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
371,375,464,404,126,503,291,361,112,164,162,234,156,289,539,479,61,71,162,213
523,474,28,470,509,33,541,502,532,192,510,20,514,20,323,455,78,489,549,537
314,311,435,148,97,378,427,483,518,3,22,31,88,142,260,168,257,473,98,346
517,492,40,512,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
522,495,47,510,484,18,533,521,543,529,498,56,510,13,283,447,518,486,315,519
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
396,422,523,425,92,274,249,286,467,144,148,48,187,265,409,482,299,389,117,476
518,493,41,514,482,19,534,519,547,526,520,54,522,5,289,441,514,505,309,515
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
521,497,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
399,404,527,431,147,284,246,292,471,143,137,44,193,268,405,221,295,399,116,471
421,414,531,422,157,289,257,303,453,128,121,276,176,283,427,205,304,372,127,466
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
315,312,434,150,102,379,426,482,517,2,23,32,89,33,258,492,266,474,102,345
517,492,40,512,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
521,494,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
517,492,40,512,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
388,392,516,414,149,301,239,294,463,146,133,269,197,263,424,207,303,397,150,467
518,493,41,514,482,19,534,519,547,526,518,54,522,5,289,441,514,505,309,515
293,518,52,440,3,305,284,282,445,100,131,267,128,106,215,532,163,521,170,495
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
528,487,29,467,506,32,540,504,531,532,513,19,516,22,322,457,73,491,547,534
510,501,1,536,498,39,513,493,494,540,529,12,539,46,312,513,539,547,331,538
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
518,493,41,514,482,19,534,519,547,526,520,54,522,5,289,441,514,505,309,515
512,500,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
390,395,519,417,150,297,244,301,460,149,152,275,165,287,426,201,291,366,148,457
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
512,502,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
505,509,33,544,493,47,501,487,487,548,533,8,548,54,315,504,547,541,326,550
418,283,536,418,160,290,266,366,448,90,13,90,13,157,434,249,267,367,141,414
518,493,41,514,482,16,534,519,547,526,520,54,522,5,289,441,514,505,309,515
547,547,49,521,489,3,527,532,539,510,523,82,538,12,288,445,524,483,319,512
511,503,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
513,498,39,541,501,42,509,495,493,544,530,4,541,51,306,508,541,544,322,544
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
394,412,539,432,142,280,237,297,466,123,153,50,171,272,403,490,286,361,109,452
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
521,494,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
527,472,30,468,508,34,542,501,530,193,512,18,515,19,321,456,74,492,550,535
314,311,435,148,97,378,427,483,518,3,22,31,88,142,260,168,257,473,99,346
292,521,53,439,0,303,285,281,444,101,129,268,127,107,216,535,162,520,171,496
518,493,41,514,482,19,534,519,547,526,518,54,522,5,289,441,514,505,309,515
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,511,538,545,321,547
506,510,37,549,490,48,506,500,492,549,535,7,547,55,314,501,549,546,323,549
521,497,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
522,495,47,511,484,21,533,521,543,529,498,56,510,13,283,447,518,486,315,519
523,474,28,470,509,33,541,502,532,192,510,20,514,20,323,455,78,489,549,537
516,511,38,548,491,46,508,498,490,542,536,2,550,52,317,500,550,543,324,545
294,519,54,442,2,304,283,280,443,102,132,265,126,105,214,533,161,523,169,497
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
382,387,470,392,114,493,295,352,106,158,170,244,159,298,520,496,68,64,155,222
517,492,40,512,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
512,502,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
512,502,0,538,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
378,390,469,395,137,495,299,350,92,156,172,242,162,299,521,498,64,68,153,225
292,521,53,439,0,303,285,281,444,101,129,268,127,107,216,535,162,520,171,496
518,493,41,514,482,16,534,519,547,526,520,54,522,5,289,441,514,505,309,518
506,510,37,549,490,48,507,499,492,549,535,7,547,55,314,501,549,546,323,549
506,510,37,549,490,48,506,500,492,549,535,7,547,55,314,501,549,546,323,549
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
388,392,521,412,149,301,241,294,463,146,133,270,197,263,424,207,302,397,150,467
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
375,372,467,411,130,501,301,356,88,165,165,239,149,296,543,264,58,77,159,217
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
517,492,40,512,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
375,372,467,408,129,502,302,356,88,165,165,238,151,296,542,262,58,76,160,216
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
513,498,39,541,501,42,509,495,493,544,530,3,541,51,306,508,540,544,322,544
412,485,21,475,109,269,544,507,509,124,139,40,175,26,419,487,312,386,121,528
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,518
518,493,41,514,482,19,534,519,547,526,518,54,522,5,289,441,514,505,309,515
513,498,39,541,501,42,509,495,493,545,530,3,541,51,306,507,540,544,322,544
316,305,460,157,106,383,429,478,520,6,31,128,91,141,256,161,264,478,104,344
397,423,525,424,93,273,248,285,469,144,149,45,188,266,408,483,300,388,118,477
313,478,418,153,98,388,425,486,513,9,25,30,95,28,263,170,258,472,84,355
404,420,524,427,91,276,250,287,468,145,146,47,189,265,411,480,297,392,114,475
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,515
512,500,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
517,492,40,512,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
382,387,470,392,114,493,295,352,106,158,170,244,159,298,520,496,68,64,155,222
517,492,40,515,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
392,419,542,434,96,271,236,296,465,121,155,52,169,274,412,489,289,391,111,450
509,505,3,539,497,38,510,491,498,535,528,13,546,45,310,510,543,550,330,541
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
291,520,55,441,1,302,286,279,442,103,130,266,125,104,217,534,160,522,168,498
517,492,40,515,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
522,495,47,511,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
516,511,38,548,491,44,508,498,491,542,536,2,550,52,317,500,550,543,324,545
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,508,541,544,322,544
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
399,404,527,431,147,284,246,292,471,143,137,44,193,268,405,221,295,399,116,471
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
522,496,47,511,484,18,533,521,543,529,497,56,510,13,283,447,518,486,315,519
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
525,475,27,471,505,29,149,527,503,198,509,16,512,17,320,452,76,496,544,526
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,314,524
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,515
517,492,40,512,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
393,411,540,432,143,279,238,298,466,123,154,51,170,271,402,204,286,362,108,453
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
518,493,41,514,482,16,534,519,547,526,520,54,522,5,289,441,514,505,309,515
292,521,53,439,0,303,285,281,444,101,129,268,127,107,216,535,162,520,171,496
526,476,26,472,504,28,150,524,502,199,508,17,513,16,319,453,75,495,545,525
516,511,38,548,491,44,508,497,491,542,536,2,550,52,317,500,550,543,324,545
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
397,423,525,424,93,273,248,285,469,144,149,45,188,266,408,483,300,388,118,477
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
421,414,531,422,157,289,257,303,453,128,121,276,176,283,427,205,304,372,127,466
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
522,495,47,510,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
318,309,420,158,101,392,433,477,523,13,28,131,97,146,264,167,262,475,79,351
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
510,501,1,536,498,39,513,493,494,540,529,12,539,46,312,513,539,547,331,538
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
390,395,519,417,150,297,244,301,460,149,152,275,165,287,426,201,291,366,148,457
321,313,433,152,99,381,436,485,516,0,20,34,87,29,261,169,259,469,100,347
203,49,16,457,516,511,140,523,527,195,501,23,432,39,331,469,80,502,541,190
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
393,411,540,432,143,279,238,298,466,123,154,51,170,271,402,204,286,362,108,453
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
517,492,40,512,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
407,479,24,466,111,267,549,510,507,138,145,36,185,24,417,485,316,384,120,533
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
509,505,3,539,497,38,510,491,498,535,528,13,546,45,310,510,543,550,330,541
521,497,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
512,502,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
413,396,522,423,154,295,255,307,454,136,124,281,178,278,430,215,305,378,129,458
512,500,0,538,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
512,500,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
398,406,527,430,146,282,246,291,472,141,138,43,192,269,404,222,294,402,115,472
510,501,1,536,498,39,513,493,494,540,529,12,539,46,312,513,539,547,331,538
381,386,471,391,113,494,296,353,105,159,169,245,160,297,519,495,67,65,156,223
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
405,421,526,426,94,275,247,288,470,145,147,46,190,266,410,481,298,393,113,478
424,403,532,422,157,285,257,303,453,128,121,276,176,282,427,212,304,371,143,465
516,511,38,548,491,46,508,498,490,541,536,2,550,52,317,500,550,543,324,545
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,511,538,545,321,547
527,472,30,468,508,34,542,501,530,193,512,18,515,19,321,456,74,492,550,535
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,314,524
522,495,47,510,484,21,533,521,543,529,498,56,510,13,283,447,518,486,315,519
246,46,13,459,514,411,145,512,536,188,506,26,440,40,329,466,88,499,294,195
516,511,38,548,491,46,508,497,490,541,536,2,550,52,317,500,550,543,324,545
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,508,541,544,322,544
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,507,541,544,322,544
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
528,487,29,467,506,32,540,504,531,532,513,19,516,22,322,457,73,491,547,534
506,510,37,549,490,48,506,499,492,549,535,7,547,55,314,501,549,546,323,549
513,498,39,542,501,42,509,495,493,545,530,4,541,51,306,508,540,544,322,544
400,405,528,428,144,283,245,290,474,142,136,41,194,267,406,219,296,400,136,473
427,401,537,423,154,287,257,303,453,128,121,276,176,286,427,218,304,378,134,463
